EC-Lab ASCII FILE
Nb header lines : 82                          

Galvanostatic Cycling with Potential Limitation

Run on channel : 1 (SN 6985)
Grouped channel(s) : 1
User : 
CE vs. WE compliance from -10 V to 10 V
Electrode connection : standard
Ewe ctrl range : min = 0,00 V, max = 5,00 V
Acquisition started on : 10.28.2014 11:50:52
Saved on :
	File : LATP vs Li Batterietest Probe1_02_GCPL_C01.mpr
	Directory : C:\Hupfer\Batterietest Li vs LATP\
	Host : 192.168.0.2
Device : VMP3 (SN 0324)
Address : 192.168.0.1
EC-Lab for windows v10.33 (software)
Internet server v10.33 (firmware)
Command interpretor v10.32 (firmware)
Electrode material : Lithium - LATP folie
Initial state : unbekannt
Electrolyte : LP30
Comments : Batterietest
Mass of active material : 0,001 mg
 at x = 0,000
Molecular weight of active material (at x = 0) : 0,001 g/mol
Atomic weight of intercalated ion : 0,001 g/mol
Acquisition started at : xo = 0,000
Number of e- transfered per intercalated ion : 1
for DX = 1, DQ = 26,801 mA.h
Battery capacity : 0,000 A.h
Reference electrode : Li+/Li (-3,020 V)
Electrode surface area : 0,001 cm²
Characteristic mass : 0,001 g
Ns                  0                   1                   2                   
Set I/C             I                   I                   I                   
Is                  0,000               100,000             -100,000            
unit Is             mA                  µA                  µA                  
vs.                 <None>              <None>              <None>              
N                   1                   1                   1                   
I sign              > 0                 > 0                 > 0                 
t1 (h:m:s)          0:00:0,0000         60:00:0,0000        60:00:0,0000        
I Range             100 µA              100 µA              100 µA              
Bandwidth           5                   5                   5                   
dE1 (mV)            0,00                0,00                0,00                
dt1 (s)             0,0000              2,0000              2,0000              
EM (V)              0,000               4,500               1,200               
tM (h:m:s)          0:00:0,0000         0:00:0,0000         0:00:0,0000         
Im                  0,000               0,000               0,000               
unit Im             mA                  mA                  mA                  
E range min (V)     0,000               0,000               0,000               
E range max (V)     5,000               5,000               5,000               
dq                  0,000               1,000               1,000               
unit dq             mA.h                mA.h                mA.h                
dtq (s)             0,0000              120,0000            120,0000            
dQM                 0,000               0,000               0,000               
unit dQM            mA.h                mA.h                mA.h                
dxM                 0,000               0,000               0,000               
tR (h:m:s)          0:00:0,0000         0:00:0,0000         0:00:0,0000         
dER/dt (mV/h)       0,0                 0,1                 0,1                 
dER (mV)            0,00                5,00                5,00                
dtR (s)             1,0000              120,0000            120,0000            
EL (V)              pass                3,500               3,500               
goto Ns'            0                   0                   0                   
nc cycles           0                   0                   0                   

Number of loops : 11
Loop 0 from point number 0 to 1297
Loop 1 from point number 1298 to 3017
Loop 2 from point number 3018 to 4693
Loop 3 from point number 4694 to 6333
Loop 4 from point number 6334 to 7945
Loop 5 from point number 7946 to 9554
Loop 6 from point number 9555 to 11158
Loop 7 from point number 11159 to 12751
Loop 8 from point number 12752 to 14335
Loop 9 from point number 14336 to 15911
Loop 10 from point number 15912 to 17481

mode	ox/red	error	control changes	Ns changes	counter inc.	Ns	time/s	control/V/mA	Ewe/V	dq/mA.h	<I>/mA	P/W	(Q-Qo)/mA.h	Capacity/mA.h	x
1	0	0	0	0	0	2	7650,1443	-0,100000001	1,28000379	-5,5545142522288691E-005	-0,09998125775061207	0,000127976382	-0,021717977472882086	0,042547872356854829	0,00081032693964450074
1	0	0	0	0	0	2	7652,1443	-0,100000001	1,27826619	-5,5545228002385958E-005	-0,099981411614789018	0,000127802865	-0,021773522700884474	0,042603417584857216	0,00081239940678262298
1	0	0	0	0	0	2	7654,1443	-0,100000001	1,27641404	-5,5545145530667571E-005	-0,099981263165694131	0,000127617488	-0,021829067846415139	0,042658962730387885	0,00081447187084361472
1	0	0	0	0	0	2	7656,1443	-0,100000001	1,27482915	-5,5545126397162682E-005	-0,099981228725384909	0,000127458989	-0,021884612972812304	0,042714507856785043	0,00081654433419070963
1	0	0	0	0	0	2	7658,1443	-0,100000001	1,27305329	-5,5545110456231565E-005	-0,099981200031708557	0,000127281397	-0,021940158083268534	0,042770052967241274	0,00081861679694302682
1	0	0	0	0	0	2	7660,1443	-0,100000001	1,27133477	-5,5545175009717542E-005	-0,099981316227984717	0,000127109728	-0,021995703258278256	0,042825598142250995	0,00082068926210392154
1	0	0	0	0	0	2	7662,1443	-0,100000001	1,26980722	-5,5545235024144256E-005	-0,099981424253954099	0,000126957137	-0,022051248493302397	0,042881143377275136	0,00082276172950403507
1	0	0	0	0	0	2	7664,1443	-0,100000001	1,26829863	-5,554522303574615E-005	-0,099981402674837261	0,000126806277	-0,022106793716338144	0,042936688600310886	0,00082483419645684544
1	0	0	0	0	0	2	7666,1443	-0,100000001	1,26671374	-5,5545163753132026E-005	-0,099981295966130547	0,000126647676	-0,022162338880091277	0,042992233764064019	0,00082690666119774182
1	0	0	0	0	0	2	7668,1443	-0,100000001	1,26528168	-5,5545137185189459E-005	-0,099981248143833344	0,000126504441	-0,022217884017276467	0,04304777890124921	0,00082897912494735245
1	0	0	0	0	0	2	7670,1443	-0,100000001	1,2637732	-5,5545177571061587E-005	-0,099981320838404045	0,000126353712	-0,022273429194847533	0,043103324078820269	0,0008310515902038144
1	0	0	0	0	0	2	7672,1443	-0,100000001	1,26241744	-5,5545149916162099E-005	-0,099981271059584358	0,000126218103	-0,022328974344763696	0,043158869228736429	0,00083312405442843469
1	0	0	0	0	0	2	7674,1443	-0,100000001	1,26108074	-5,5545155592262746E-005	-0,09998128127656567	0,000126084473	-0,022384519500355955	0,043214414384328691	0,00083519651886483802
1	0	0	0	0	0	2	7676,1443	-0,100000001	1,25972509	-5,5545219036853971E-005	-0,099981395476831245	0,000125949067	-0,022440064719392813	0,043269959603365549	0,00083726898566844442
1	0	0	0	0	0	2	7678,1443	-0,100000001	1,25833118	-5,5545345151589978E-005	-0,09998162248335881	0,000125809995	-0,0224956100645444	0,043325504948517139	0,00083934145717756096
1	0	0	0	0	0	2	7680,1443	-0,100000001	1,25708997	-5,5545327372435066E-005	-0,099981590480879565	0,000125685852	-0,022551155391916835	0,043381050275889574	0,00084141392802331341
1	0	0	0	0	0	2	7682,1443	-0,100000001	1,25586784	-5,5545276996576128E-005	-0,099981499804332378	0,000125563543	-0,022606700668913411	0,04343659555288615	0,00084348639698947494
1	0	0	0	0	0	2	7684,1443	-0,100000001	1,25472224	-5,5545346237305139E-005	-0,099981624437646118	0,000125449165	-0,022662246015150717	0,043492140899123456	0,00084555886853910106
1	0	0	0	0	0	2	7686,1443	-0,100000001	1,2533474	-5,5545399979998669E-005	-0,099981721174495642	0,000125311824	-0,022717791415130717	0,04354768629910345	0,00084763134209393933
1	0	0	0	0	0	2	7688,1443	-0,100000001	1,25216353	-5,5545399320622291E-005	-0,099981719987618138	0,000125193459	-0,022773336814451338	0,043603231698424077	0,00084970381562417549
1	0	0	0	0	0	2	7690,1443	-0,100000001	1,25118959	-5,5545260262572102E-005	-0,099981469683124787	0,000125095772	-0,02282888207471391	0,04365877695868665	0,00085177628396596864
1	0	0	0	0	0	2	7692,1443	-0,100000001	1,24996758	-5,5545290308280128E-005	-0,099981523765399872	0,000124973667	-0,022884427365022192	0,043714322248994931	0,00085384875342880781
1	0	0	0	0	0	2	7694,1443	-0,100000001	1,24882185	-5,5545230976823302E-005	-0,099981416968776294	0,000124858983	-0,022939972595999014	0,043769867479971757	0,00085592122067791027
1	0	0	0	0	0	2	7696,1443	-0,100000001	1,24780989	-5,5545272898342874E-005	-0,099981492427512448	0,000124757891	-0,022995517868897357	0,043825412752870093	0,00085799368949116109
1	0	0	0	0	0	2	7698,1443	-0,100000001	1,24677873	-5,5545260143362816E-005	-0,09998146946854807	0,000124654776	-0,02305106312904072	0,043880958013013459	0,00086006615782850662
1	0	0	0	0	0	2	7700,1443	-0,100000001	1,24567115	-5,5545209699620806E-005	-0,099981378669811341	0,00012454392	-0,023106608338740339	0,043936503222713082	0,000862138624283728
1	0	0	0	0	0	2	7702,1443	-0,100000001	1,24469733	-5,5545280657708646E-005	-0,099981506394371008	0,000124446713	-0,023162153619398048	0,04399204850337079	0,00086421109338649126
1	0	0	0	0	0	2	7704,1443	-0,100000001	1,24360895	-5,5545350531323091E-005	-0,099981632166878528	0,000124338054	-0,023217698969929373	0,044047593853902112	0,00086628356509633306
1	0	0	0	0	0	2	7706,1443	-0,100000001	1,24273062	-5,5545315841833747E-005	-0,099981569725796954	0,00012425016	-0,023273244285771203	0,044103139169743949	0,00086835603551186317
1	0	0	0	0	0	2	7708,1443	-0,100000001	1,2415849	-5,5545209082050458E-005	-0,099981377558184717	0,000124135375	-0,023328789494853254	0,044158684378825997	0,0008704285019440425
1	0	0	0	0	0	2	7710,1443	-0,100000001	1,24082112	-5,5545340754919578E-005	-0,099981614569351987	0,000124059297	-0,023384334835608173	0,044214229719580915	0,00087250097328911334
1	0	0	0	0	0	2	7712,1443	-0,100000001	1,23977089	-5,5545345207469331E-005	-0,099981622583941632	0,000123954305	-0,023439880180815645	0,04426977506478839	0,00087457344480031501
1	0	0	0	0	0	2	7714,1443	-0,100000001	1,23887336	-5,5545402672555712E-005	-0,099981726021098381	0,000123864695	-0,023495425583488198	0,044325320467460947	0,00087664591845561626
1	0	0	0	0	0	2	7716,1443	-0,100000001	1,2380141	-5,5545335428168378E-005	-0,099981604981199718	0,000123778635	-0,023550970918916368	0,044380865802889114	0,00087871838960193894
1	0	0	0	0	0	2	7718,1443	-0,100000001	1,23705935	-5,5545380016995802E-005	-0,099981685241090048	0,000123683276	-0,023606516298933363	0,044436411182906112	0,00088079086241193075
1	0	0	0	0	0	2	7720,1443	-0,100000001	1,23625743	-5,5545400060713293E-005	-0,099981721319781978	0,000123603153	-0,023662061698994077	0,044491956582966822	0,00088286333596978061
1	0	0	0	0	0	2	7722,1443	-0,100000001	1,23541725	-5,5545361375229222E-005	-0,099981651685909811	0,000123519058	-0,023717607060369306	0,044547501944342054	0,00088493580808422298
1	0	0	0	0	0	2	7724,1443	-0,100000001	1,23448157	-5,5545339261492096E-005	-0,09998161188118249	0,00012342546	-0,023773152399630797	0,044603047283603546	0,00088700827937357222
1	0	0	0	0	0	2	7726,1443	-0,100000001	1,2335459	-5,5545330007457069E-005	-0,099981595223919245	0,000123331891	-0,023828697729638253	0,044658592613611002	0,00088908075031764083
1	0	0	0	0	0	2	7728,1443	-0,100000001	1,23266757	-5,5545308248864275E-005	-0,099981556058451725	0,000123244026	-0,023884243037887117	0,044714137921859859	0,00089115322044986726
1	0	0	0	0	0	2	7730,1443	-0,100000001	1,23188472	-5,5545283544808627E-005	-0,09998151159115104	0,000123165693	-0,023939788321431926	0,044769683205404672	0,000893225689660352
1	0	0	0	0	0	2	7732,1443	-0,100000001	1,23104453	-5,5545341423816154E-005	-0,099981615773365837	0,000123081816	-0,023995333662855744	0,044825228546828486	0,00089529816103038042
1	0	0	0	0	0	2	7734,1443	-0,100000001	1,23018527	-5,554540086827344E-005	-0,099981722773390259	0,000122996047	-0,024050879063724016	0,044880773947696762	0,00089737063461836147
1	0	0	0	0	0	2	7736,1443	-0,100000001	1,22951686	-5,5545368017835744E-005	-0,099981663642601677	0,000122929137	-0,024106424431741853	0,044936319315714598	0,00089944310698064845
1	0	0	0	0	0	2	7738,1443	-0,100000001	1,22875309	-5,5545384025822086E-005	-0,099981692456977434	0,000122852813	-0,024161969815767674	0,044991864699740416	0,00090151557994021504
1	0	0	0	0	0	2	7740,1443	-0,100000001	1,22785568	-5,5545369102723066E-005	-0,099981665595398899	0,000122763056	-0,0242175151848704	0,045047410068843142	0,00090358805234298074
1	0	0	0	0	0	2	7742,1443	-0,100000001	1,22714913	-5,554535286087129E-005	-0,099981636360065331	0,000122692378	-0,024273060537731267	0,045102955421704013	0,00090566052413974093
1	0	0	0	0	0	2	7744,1443	-0,100000001	1,22632802	-5,5545387775119808E-005	-0,099981699205713421	0,000122610363	-0,024328605925506387	0,045158500809479136	0,00090773299723919872
1	0	0	0	0	0	2	7746,1443	-0,100000001	1,22552609	-5,5545350247787104E-005	-0,099981631656513728	0,000122530095	-0,024384151275754173	0,045214046159726918	0,00090980546893846144
1	0	0	0	0	0	2	7748,1443	-0,100000001	1,22485781	-5,5545400713880858E-005	-0,09998172249548361	0,000122463389	-0,024439696676468051	0,0452695915604408	0,00091187794252068173
1	0	0	0	0	0	2	7750,1443	-0,100000001	1,22403669	-5,5545400422066451E-005	-0,099981721970217664	0,000122381301	-0,024495242076890118	0,045325136960862874	0,00091395041609201421
1	0	0	0	0	0	2	7752,1443	-0,100000001	1,22329199	-5,5545371503465702E-005	-0,099981669916735693	0,000122306781	-0,024550787448393584	0,045380682332366336	0,00091602288858435469
1	0	0	0	0	0	2	7754,1443	-0,100000001	1,22250903	-5,5545407753437754E-005	-0,099981735166686182	0,000122228579	-0,024606332856147024	0,045436227740119776	0,00091809536242923059
1	0	0	0	0	0	2	7756,1443	-0,100000001	1,22185981	-5,5545438239143955E-005	-0,099981790040958003	0,000122163736	-0,024661878294386166	0,045491773178358918	0,00092016783741156902
1	0	0	0	0	0	2	7758,1443	-0,100000001	1,22119153	-5,5545424485786093E-005	-0,099981765284913536	0,000122096884	-0,024717423718871955	0,045547318602844704	0,00092224031188075123
1	0	0	0	0	0	2	7760,1443	-0,100000001	1,22044683	-5,5545393291860819E-005	-0,099981709135847373	0,000122022357	-0,024772969112163814	0,045602863996136563	0,00092431278518604608
1	0	0	0	0	0	2	7762,1443	-0,100000001	1,21975946	-5,5545367637856134E-005	-0,099981662958638387	0,000121953577	-0,02482851447980167	0,045658409363774419	0,00092638525753415552
1	0	0	0	0	0	2	7764,1443	-0,100000001	1,21905291	-5,554544540039367E-005	-0,099981802931207629	0,000121883109	-0,024884059925202064	0,04571395480917481	0,00092845773278368986
1	0	0	0	0	0	2	7766,1443	-0,100000001	1,2182318	-5,5545439813286067E-005	-0,099981792874413837	0,000121801	-0,02493960536501535	0,045769500248988096	0,00093053020782476173
1	0	0	0	0	0	2	7768,1443	-0,100000001	1,21763992	-5,5545458622276781E-005	-0,099981826730597542	0,000121741861	-0,024995150823637629	0,045825045707610374	0,00093260268356762227
1	0	0	0	0	0	2	7770,1443	-0,100000001	1,2169143	-5,5545387005226483E-005	-0,099981697819905434	0,00012166916	-0,025050696210642854	0,045880591094615597	0,0009346751566383543
1	0	0	0	0	0	2	7772,1443	-0,100000001	1,21624601	-5,5545480947941542E-005	-0,099981866916794586	0,000121602548	-0,025106241691590797	0,045936136575563539	0,00093674763321421542
1	0	0	0	0	0	2	7774,1443	-0,100000001	1,21559668	-5,5545462924159238E-005	-0,099981834473986035	0,000121537589	-0,025161787154514954	0,045991682038487699	0,00093882010911758502
1	0	0	0	0	0	2	7776,1443	-0,100000001	1,21487117	-5,5545334324654605E-005	-0,099981602994874893	0,000121464764	-0,02521733248883961	0,046047227372812352	0,00094089258022273421
1	0	0	0	0	0	2	7778,1443	-0,100000001	1,21416461	-5,5545374825182886E-005	-0,099981675895826688	0,000121394216	-0,02527287786366479	0,046102772747637536	0,00094296505283901235
1	0	0	0	0	0	2	7780,1443	-0,100000001	1,21340084	-5,5545389810370074E-005	-0,099981702869163968	0,000121317884	-0,025328423253475162	0,046158318137447904	0,00094503752601440819
1	0	0	0	0	0	2	7782,1443	-0,100000001	1,21282792	-5,5545401744130579E-005	-0,09998172434993312	0,000121260629	-0,025383968655219293	0,046213863539192032	0,00094710999963506867
1	0	0	0	0	0	2	7784,1443	-0,100000001	1,21223605	-5,5545392510377702E-005	-0,099981707729177754	0,000121201432	-0,02543951404772967	0,046269408931702406	0,00094918247291120538
1	0	0	0	0	0	2	7786,1443	-0,100000001	1,21149135	-5,5545358099457293E-005	-0,099981645789520269	0,000121126897	-0,025495059405829126	0,046324954289801862	0,00095125494490342426
1	0	0	0	0	0	2	7788,1443	-0,100000001	1,21088028	-5,5545355894913274E-005	-0,099981641821340979	0,000121065801	-0,025550604761724042	0,046380499645696781	0,0009533274168133888
1	0	0	0	0	0	2	7790,1443	-0,100000001	1,21011651	-5,5545250524249338E-005	-0,099981452154143603	0,000120989207	-0,025606150012248291	0,04643604489622103	0,00095539988479183219
1	0	0	0	0	0	2	7792,1443	-0,100000001	1,20963907	-5,5545360845410163E-005	-0,099981650732235482	0,00012094171	-0,025661695373093699	0,046491590257066445	0,00095747235688650637
1	0	0	0	0	0	2	7794,1443	-0,100000001	1,2090472	-5,554533329192135E-005	-0,099981601135955021	0,000120882476	-0,025717240706385622	0,046547135590358362	0,00095954482795312282
1	0	0	0	0	0	2	7796,1443	-0,100000001	1,20839798	-5,5545355646560589E-005	-0,099981641374306138	0,000120817611	-0,025772786062032182	0,046602680946004922	0,00096161729985382093
1	0	0	0	0	0	2	7798,1443	-0,100000001	1,20774877	-5,5545394851515693E-005	-0,099981711943226163	0,000120752789	-0,025828331456883699	0,046658226340856435	0,0009636897732173088
1	0	0	0	0	0	2	7800,1443	-0,100000001	1,20704222	-5,5545352457298176E-005	-0,099981635633633728	0,000120682053	-0,025883876809340998	0,046713771693313734	0,00096576224499901107
1	0	0	0	0	0	2	7802,1443	-0,100000001	1,206393	-5,5545313263105024E-005	-0,099981565084085197	0,000120617064	-0,025939422122604099	0,046769317006576838	0,0009678347153183255
1	0	0	0	0	0	2	7804,1443	-0,100000001	1,20574379	-5,5545351506107379E-005	-0,099981633921490278	0,000120552235	-0,025994967474110208	0,046824862358082944	0,00096990718706453773
1	0	0	0	0	0	2	7806,1443	-0,100000001	1,20513272	-5,554539846918649E-005	-0,09998171845503369	0,000120491241	-0,026050512872579392	0,046880407756552134	0,00097197966056300544
1	0	0	0	0	0	2	7808,1443	-0,100000001	1,20450258	-5,5545413329783418E-005	-0,09998174520410848	0,000120428267	-0,026106058285909178	0,046935953169881914	0,00097405213461594214
1	0	0	0	0	0	2	7810,1443	-0,100000001	1,20394886	-5,5545331900318464E-005	-0,099981598631069798	0,00012037273	-0,026161603617809494	0,046991498501782234	0,00097612460563063603
1	0	0	0	0	0	2	7812,1443	-0,100000001	1,20343328	-5,5545396356946893E-005	-0,099981714653002368	0,000120321325	-0,026217149014166442	0,047047043898139181	0,0009781970790502935
1	0	0	0	0	0	2	7814,1443	-0,100000001	1,20265043	-5,5545450387729536E-005	-0,099981811908412314	0,000120243167	-0,026272694464554173	0,047102589348526912	0,00098026955448591206
1	0	0	0	0	0	2	7816,1443	-0,100000001	1,20215392	-5,5545364114559354E-005	-0,09998165661670409	0,000120193341	-0,02632823982866873	0,047158134712641472	0,00098234202670256243
1	0	0	0	0	0	2	7818,1443	-0,100000001	1,20150471	-5,554538332795104E-005	-0,099981691200809549	0,000120128476	-0,026383785211996682	0,047213680095969421	0,00098441449963609037
1	0	0	0	0	0	2	7820,1443	-0,100000001	1,20093179	-5,5545404491325216E-005	-0,099981729294883546	0,000120071236	-0,026439330616488006	0,047269225500460749	0,00098648697335925248
1	0	0	0	0	0	2	7822,1443	-0,100000001	1,20022535	-5,5545377334372864E-005	-0,099981680412368717	0,00012000055	-0,026494875993822381	0,047324770877795123	0,00098855944606915213
1	0	0	0	0	0	2	7822,9839	-0,100000001	1,2000916	-2,3317935695664749E-005	-0,09998162163020951	0,000119987104	-0,026518193929518045	0,047348088813490784	0,0009894294696012553
1	1	0	1	1	0	1	7823,0345	0,100000001	1,21294248	0	0	0	-0,026518193929518045	0	0,0009894294696012553
1	1	0	1	0	0	1	7825,0345	0,100000001	1,30908537	5,419053467287065E-005	0,097542963592138701	0,000127692067	-0,026464003394845174	5,419053467287065E-005	0,00098740754789266163
1	1	0	1	0	0	1	7827,0345	0,100000001	1,36499524	5,5562904276781606E-005	0,1000132289090864	0,000136517585	-0,026408440490568394	0,00010975343894965226	0,00098533442122897574
1	1	0	1	0	0	1	7829,0345	0,100000001	1,40843618	5,556293350085616E-005	0,10001328151242122	0,000140862321	-0,026352877557067539	0,00016531637245050842	0,00098326129347490022
1	1	0	1	0	0	1	7831,0345	0,100000001	1,44422007	5,556297184692489E-005	0,10001335053534578	0,000144441292	-0,026297314585220614	0,00022087934429743331	0,00098118816429008141
1	1	0	1	0	0	1	7833,0345	0,100000001	1,47502017	5,5562915957636307E-005	0,10001324993462512	0,000147521554	-0,026241751669262979	0,00027644226025506963	0,00097911503719056678
1	1	0	1	0	0	1	7835,0345	0,100000001	1,50263131	5,5562969099316333E-005	0,10001334558965032	0,000150283187	-0,026186188700163661	0,00033200522935438598	0,00097704190810826496
1	1	0	1	0	0	1	7837,0345	0,100000001	1,52833307	5,5562917565306029E-005	0,10001325282843066	0,000152853565	-0,026130625782598355	0,00038756814691969197	0,00097496878094876608
1	1	0	1	0	0	1	7839,0345	0,100000001	1,55281281	5,5562894670499693E-005	0,10001321161777875	0,000155301794	-0,026075062887927856	0,00044313104159019168	0,00097289565464350336
1	1	0	1	0	0	1	7841,0345	0,100000001	1,57650959	5,5562906516508928E-005	0,10001323294059563	0,00015767182	-0,026019499981411347	0,00049869394810670061	0,00097082252789624998
1	1	0	1	0	0	1	7843,0345	0,100000001	1,59965253	5,5562922547260922E-005	0,10001326179594958	0,000159986463	-0,025963937058864086	0,00055425687065396154	0,00096874940055086784
1	1	0	1	0	0	1	7845,0345	0,100000001	1,62266195	5,5562953978776928E-005	0,10001331837267906	0,000162287804	-0,025908374104885309	0,00060981982463273843	0,00096667627203273357
1	1	0	1	0	0	1	7847,0345	0,100000001	1,64555669	5,5562955546710227E-005	0,10001332119495904	0,000164577592	-0,025852811149338602	0,0006653827801794487	0,00096460314345609754
1	1	0	1	0	0	1	7849,0345	0,100000001	1,66822243	5,5562830852965517E-005	0,10001309674621584	0,000166844096	-0,025797248318485635	0,00072094561103241421	0,0009625300195319529
1	1	0	1	0	0	1	7851,0345	0,100000001	1,69111717	5,5562831378231443E-005	0,10001309769169453	0,000169133869	-0,025741685487107405	0,00077650844241064563	0,00096045689558820966
1	1	0	1	0	0	1	7853,0345	0,100000001	1,71401203	5,556289723763863E-005	0,1000132162386289	0,000171423861	-0,025686122589869766	0,00083207133964828429	0,00095838376918716365
1	1	0	1	0	0	1	7855,0345	0,100000001	1,7372123	5,5562871560868288E-005	0,10001317002044173	0,000173744105	-0,025630559718308899	0,00088763421120915264	0,00095631064374415232
1	1	0	1	0	0	1	7857,0345	0,100000001	1,76067996	5,5562883467723923E-005	0,10001319145278213	0,000176091227	-0,025574996834841174	0,00094319709467687642	0,00095423751785688013
1	1	0	1	0	0	1	7859,0345	0,100000001	1,7843194	5,5562818384418886E-005	0,10001307430283163	0,000178455273	-0,025519434016456755	0,00099875991306129536	0,00095216439439795366
1	1	0	1	0	0	1	7861,0345	0,100000001	1,80814981	5,5562887047313978E-005	0,10001319789604429	0,000180838848	-0,025463871129409443	0,0010543228001086093	0,0009500912683771223
1	1	0	1	0	0	1	7863,0345	0,100000001	1,8323431	5,5562806297093626E-005	0,1000130525456459	0,00018325822	-0,025408308323112349	0,0011098856064057029	0,00094801814536919014
1	1	0	1	0	0	1	7865,0345	0,100000001	1,85667002	5,5562904026773242E-005	0,10001322845907134	0,000185691562	-0,025352745419085578	0,0011654485104324762	0,00094594501871483238
1	1	0	1	0	0	1	7867,0345	0,100000001	1,8812834	5,5562842337621587E-005	0,10001311741859702	0,000188153019	-0,025297182576747955	0,0012210113527700976	0,00094387189436217958
1	1	0	1	0	0	1	7869,0345	0,100000001	1,90603042	5,5562865598334208E-005	0,10001315928788026	0,000190628125	-0,025241619711149622	0,0012765742183684318	0,0009417987691416384
1	1	0	1	0	0	1	7871,0345	0,100000001	1,93093014	5,5562837072544627E-005	0,1000131079414584	0,000193118321	-0,025186056874077075	0,0013321370554409766	0,00093972564498543283
1	1	0	1	0	0	1	7873,0345	0,100000001	1,95617354	5,5562815306501254E-005	0,10001306876257984	0,000195642919	-0,025130494058770576	0,0013876998707474778	0,00093765252164134746
1	1	0	1	0	0	1	7875,0345	0,100000001	1,98158896	5,5562777445548115E-005	0,10001300061286334	0,000198184658	-0,025074931281325027	0,0014432626481930259	0,00093557939970990528
1	1	0	1	0	0	1	7877,0345	0,100000001	2,00725245	5,5562780831423072E-005	0,10001300670743835	0,000200751354	-0,025019368500493606	0,001498825429024449	0,00093350627765213158
1	1	0	1	0	0	1	7879,0345	0,100000001	2,03283978	5,556277819019225E-005	0,10001300195322282	0,00020331041	-0,024963805722303414	0,0015543882072146413	0,00093143315569290573
1	1	0	1	0	0	1	7881,0345	0,100000001	2,05884695	5,5562743371145594E-005	0,10001293927893808	0,000205911332	-0,024908242978932269	0,0016099509505857869	0,00092936003503282534
1	1	0	1	0	0	1	7883,0345	0,100000001	2,08466339	5,556281389296055E-005	0,10001306621820651	0,000208493584	-0,024852680165039306	0,0016655137644787475	0,00092728691174148109
1	1	0	1	0	0	1	7885,0345	0,100000001	2,11076593	5,5562860387894842E-005	0,10001314990908926	0,000211104343	-0,024797117304651411	0,0017210766248666426	0,00092521378671534835
1	1	0	1	0	0	1	7887,0345	0,100000001	2,13683057	5,5562907727228269E-005	0,10001323511989048	0,000213711333	-0,024741554396924182	0,0017766395325938707	0,0009231406599229216
1	1	0	1	0	0	1	7889,0345	0,100000001	2,16302872	5,5562916084710093E-005	0,10001325016335794	0,000216331537	-0,024685991480839472	0,0018322024486785808	0,00092106753281866586
1	1	0	1	0	0	1	7891,0345	0,100000001	2,1890552	5,5562945612188838E-005	0,10001330331282032	0,000218934641	-0,024630428535227286	0,0018877653942907696	0,00091899440461270029
